name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Washington D.C. area,2024-07-15T18:00:00,31.8,33,18.6,45.77,0,0,,0,0,49.9,26.1,324,1011.4,85.1,16,127,0.5,1,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,KADW,74594013705"
Washington D.C. area,2024-07-15T19:00:00,31.9,34.8,20.9,52.4,0,0,,0,0,14.8,9.7,171,1010.1,86.4,16,131,0.5,1,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-15T20:00:00,32.9,34.7,19.3,44.75,0,0,,0,0,16.6,11.4,212,1009.7,86.4,16,48,0.2,0,8,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-15T21:00:00,32,33.2,18.4,44.56,0,0,,0,0,16.6,14.3,194,1010.2,43.8,16,4,0,0,3,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-15T22:00:00,30.9,32,18.5,47.61,0,0,,0,0,14.8,9.4,215,1010.7,22.9,16,0,0,0,3,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-15T23:00:00,29.8,31.4,19.5,53.75,0,0,,0,0,14.8,12.9,205,1010.6,78.6,16,0,0,0,3,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-16T00:00:00,28.8,30.3,19.6,57.47,0,0,,0,0,13,8,223,1010,77.8,16,0,0,0,3,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-16T01:00:00,28.3,30.3,20.7,63.5,0,0,,0,0,13,9.6,214,1009.9,77.8,16,0,0,0,3,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-16T02:00:00,28.3,30.5,21.1,65.33,0,0,,0,0,13,12.6,233,1009.6,77.8,16,0,0,0,3,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-16T03:00:00,27.7,29.9,21.2,67.65,0,0,,0,0,13,12.6,206,1009.8,77.8,16,0,0,0,3,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-16T04:00:00,26.6,26.6,21.2,72.38,0,0,,0,0,11.2,12.2,188,1010,43.8,16,0,0,0,5,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-16T05:00:00,26.5,26.5,21.2,72.66,0,0,,0,0,11.2,7.3,223,1010.6,43.8,16,0,0,0,5,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-16T06:00:00,26.5,26.5,21.7,75.12,0,0,,0,0,11.2,12.2,195,1010.7,24,16,0,0,0,5,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-16T07:00:00,27,29.3,22.2,74.86,0,0,,0,0,11.2,9.4,213,1011.1,24,16,57,0.2,1,5,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-16T08:00:00,28.3,31.3,22.2,69.55,0,0,,0,0,11.2,12.2,223,1011.7,48.6,16,179,0.6,2,3,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-16T09:00:00,30.1,34.4,23.2,66.67,0,0,,0,0,11.2,14,178,1011.5,24,14.2,332,1.2,3,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-16T10:00:00,31.8,36.8,23.2,60.18,0,0,,0,0,13,17,137,1010.9,24,14.2,549,2,5,30,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-16T11:00:00,34,39.4,23,52.92,0,0,,0,0,16.6,16.2,174,1010.9,0,14.2,758,2.7,8,30,Clear,clear-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-16T12:00:00,35.8,41,22.5,46.24,0,0,,0,0,20.5,21.8,177,1010.7,24,16,865,3.1,9,30,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-16T13:00:00,38.3,41.2,19.3,33.19,0,0,,0,0,35.6,20.5,181,1010.4,26.6,16,949,3.4,9,30,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-16T14:00:00,38.4,42.2,20.4,35.43,0,0,,0,0,41.7,25.6,173,1009.2,26.6,16,958,3.4,10,30,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-16T15:00:00,39.3,41.4,17.9,28.84,0,0,,0,0,43.8,29.4,210,1008.6,26.6,16,914,3.3,9,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-16T16:00:00,39.3,41.8,18.5,29.98,0,0,,0,0,40.4,25.7,205,1007.9,43.8,16,819,2.9,8,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-16T17:00:00,39.2,42.7,19.7,32.34,0,0,,0,0,41.9,30.9,201,1007.5,43.8,16,649,2.3,6,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-16T18:00:00,37.3,39.9,19.2,34.82,0,0,,0,0,45.9,27.6,221,1007.4,77.8,16,481,1.7,5,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-16T19:00:00,37.2,40.8,20.5,38.07,0,0,,0,0,48.9,30.3,203,1007.9,80.5,16,153,0.6,2,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-16T20:00:00,36,39.5,20.6,40.7,0,0,,0,0,47.9,24.8,201,1008,78.6,16,30,0.1,0,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-16T21:00:00,34.9,38.5,21.1,44.91,0,0,,0,0,22.3,22,210,1008.1,82.7,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-16T22:00:00,33.4,36.3,20.8,47.68,0,0,,0,0,18.4,20.4,285,1009.7,98.7,16,0,0,0,10,Overcast,cloudy,"C6294,KDCA,72405013743,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-16T23:00:00,31.7,34.5,20.8,52.47,0,0,,0,0,18.4,5.6,262,1009.7,92.3,16,0,0,0,10,Overcast,cloudy,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-17T00:00:00,31.6,32.9,18.7,46.28,0,0,,0,0,16.6,9.2,323,1010.6,83.4,16,0,0,0,3,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-17T01:00:00,30.6,31.5,18.1,47.44,0,0,,0,0,14.8,7.3,14,1010.1,82.7,16,0,0,0,3,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-17T02:00:00,29.2,30.7,19.6,56.23,0,0,,0,0,14.8,6.6,351,1009.9,77.8,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-17T03:00:00,28.1,30.1,20.7,64,0,0,,0,0,7.6,8.2,351,1009.6,83,16,0,0,0,3,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-17T04:00:00,28.9,30.2,19.1,55.4,0,0,,0,0,7.6,4.7,230,1009.6,87.8,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-17T05:00:00,28.9,30.8,20.1,59.09,0,0,,0,0,7.6,0,0,1009.9,98.6,16,0,0,0,3,Overcast,cloudy,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-17T06:00:00,29,30.5,19.6,56.81,0,0,,0,0,7.6,0.2,357,1010.7,90,16,0,0,0,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-17T07:00:00,28.7,31.1,21.2,63.94,0,0,,0,0,9.4,5.8,208,1011.1,82.7,16,47,0.2,0,3,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-17T08:00:00,31,33.9,21.2,55.96,0,0,,0,0,9.4,0.5,348,1011.8,80.5,16,172,0.6,2,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-17T09:00:00,31.6,34.9,21.6,55.21,0,0,,0,0,13,7.1,132,1012,77.8,16,338,1.2,3,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-17T10:00:00,33.3,36.1,20.5,47.03,0,0,,0,0,16.6,9.3,234,1011.7,77.8,16,562,2,6,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-17T11:00:00,34.9,36.4,18.4,37.64,0,0,,0,0,16.6,6,236,1011.2,46,16,782,2.8,8,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KDAA,74594013705"
Washington D.C. area,2024-07-17T12:00:00,35,37.2,19.3,39.61,0,0,,0,0,20.5,7.9,147,1011,84.7,16,867,3.1,9,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,74594013705"
Washington D.C. area,2024-07-17T13:00:00,36.2,39.4,20.3,39.53,0,0,,0,0,25.9,17.2,170,1010.6,83.4,16,1005,3.6,10,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-17T14:00:00,36.8,40,20.2,38.24,0,0,,0,0,20.5,21.8,177,1009.8,83.8,16,250,0.9,3,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,KADW,74594013705"
Washington D.C. area,2024-07-17T15:00:00,36.8,38.7,18.5,34.28,0,0,,0,0,29.5,16.9,194,1009.3,77.8,16,1058,3.8,10,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-17T16:00:00,37.2,40.2,19.8,36.27,0,0,,0,0,31.7,22,184,1008.5,82.7,16,742,2.7,7,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-17T17:00:00,37.1,38.7,17.9,32.35,0,0,,0,0,42.2,21.9,201,1007.8,63.8,16,339,1.2,3,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-17T18:00:00,33.8,37.3,21.2,47.8,0,0,,0,0,38.9,23.4,228,1008.5,83.4,16,0,0,0,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-17T19:00:00,26.7,29.2,23,80.08,10.176,100,rain,0,0,56.5,15.3,266,1010.1,99.8,14.9,7,0,0,3,"Rain, Overcast",rain,"C6294,KDCA,72405013743,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-17T20:00:00,26.3,26.3,22.6,80.32,0.359,100,rain,0,0,20.5,12.9,171,1010,99.8,10.7,19,0.1,0,10,"Rain, Overcast",rain,"C6294,KDCA,72405013743,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-17T21:00:00,26,26,23.4,85.44,0.575,100,rain,0,0,18.4,10.5,135,1009.8,83.4,16,0,0,0,30,"Rain, Partially cloudy",rain,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-17T22:00:00,26.1,26.1,23.4,85.15,0,0,,0,0,14.8,10.8,223,1010.6,87.2,16,0,0,0,30,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-17T23:00:00,26.5,26.5,23.4,83,0,0,,0,0,14.8,9.1,251,1011,76.7,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-18T00:00:00,26.1,26.1,23.4,85.13,0,0,,0,0,14.8,12.3,226,1011,76.7,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-18T01:00:00,26.1,26.1,23.3,85,0,0,,0,0,13,12.4,251,1010.8,68.6,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,KADW,74594013705"
Washington D.C. area,2024-07-18T02:00:00,26,26,23.4,85.53,0,0,,0,0,13,7.3,268,1010.4,44.5,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-18T03:00:00,26,26,23.4,85.49,0,0,,0,0,13,7.3,299,1010.7,82.7,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-18T04:00:00,25,25,21,78.42,0,0,,0,0,16.6,13.4,329,1010.7,84.1,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-18T05:00:00,24.4,24.4,20.3,77.96,0,0,,0,0,14.8,9.1,328,1011.5,97.5,16,0,0,0,10,Overcast,cloudy,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-18T06:00:00,24.3,24.3,19.6,74.71,0,0,,0,0,11.2,13.6,337,1011.8,90,16,0,0,0,3,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-18T07:00:00,24.3,24.3,19.6,74.71,0,0,,0,0,13,12.1,321,1012.6,85.2,16,53,0.2,1,3,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-18T08:00:00,25.5,25.5,20.1,72.16,0,0,,0,0,16.6,10.8,338,1013.2,84.1,16,104,0.4,1,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-18T09:00:00,25.6,25.6,20.7,74.58,0,0,,0,0,16.6,12.1,331,1013.9,89.6,16,134,0.5,1,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-18T10:00:00,25.7,25.7,20.1,71.44,0,0,,0,0,16.6,14.5,321,1014.3,93.1,16,155,0.6,2,10,Overcast,cloudy,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-18T11:00:00,27.2,29.1,20.9,68.47,0,0,,0,0,16.6,13,332,1014.5,88,16,497,1.8,5,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-18T12:00:00,29.2,31,19.9,57.38,0,0,,0,0,16.6,16.1,349,1014.3,81.3,16,921,3.3,9,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-18T13:00:00,30.5,31.6,18.5,48.57,0,0,,0,0,16.6,17.5,10,1013.7,84.1,16,522,1.9,5,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-18T14:00:00,30.7,31.4,17.8,46.34,0,0,,0,0,25.9,16.8,334,1014.1,85.3,16,369,1.3,4,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-18T15:00:00,30,30.9,18.3,49.54,0,0,,0,0,13,18.6,329,1014.2,86.4,16,214,0.8,2,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-18T16:00:00,29.3,29.8,17.2,48.2,0,0,,0,0,13,18.2,350,1013.7,87.2,16,591,2.1,6,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-18T17:00:00,31,30.9,15.8,39.95,0,0,,0,0,13,13,354,1013.3,85.3,16,454,1.6,5,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-18T18:00:00,29.9,30.4,17.2,46.26,0,0,,0,0,11.2,17.5,15,1013.2,80.5,16,492,1.8,5,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-18T19:00:00,29.3,29.5,16.2,45.14,0,0,,0,0,11.2,13.1,3,1013.2,77.8,16,65,0.2,1,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-18T20:00:00,28.7,28.9,16.2,46.64,0,0,,0,0,11.2,15.7,30,1014.2,77.8,16,28,0.1,0,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-18T21:00:00,28.5,28.8,16.4,47.91,0,0,,0,0,13,9.8,84,1015.1,46.4,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-18T22:00:00,26.8,27.6,17.4,56.16,0,0,,0,0,9.4,7.3,74,1015.6,77.8,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-18T23:00:00,26.8,27.8,18.4,60.05,0,0,,0,0,9.4,8.9,55,1015.9,77.8,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-19T00:00:00,26.2,26.2,18.4,62.03,0,0,,0,0,5.4,4.7,65,1015.9,80.5,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-19T01:00:00,26.1,26.1,18.4,62.88,0,0,,0,0,7.6,0,0,1016.4,43.8,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-19T02:00:00,24.6,24.6,19.9,75.12,0,0,,0,0,9.4,6.6,351,1016.3,24,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-19T03:00:00,24,24,19.2,74.74,0,0,,0,0,13,6.6,341,1016.2,43.8,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-19T04:00:00,23.5,23.5,19.3,77.21,0,0,,0,0,14.8,9.1,360,1016.6,70.6,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-19T05:00:00,23.9,23.9,17.9,69.15,0,0,,0,0,18.4,15.7,28,1016.9,43.8,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-19T06:00:00,23.6,23.6,16.9,66.26,0,0,,0,0,18.4,19.4,29,1017.6,52.3,16,5,0,0,3,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-19T07:00:00,23.6,23.6,15.9,61.78,0,0,,0,0,20.5,17.5,38,1018.8,77.8,16,90,0.3,1,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-19T08:00:00,23.8,23.8,15.3,59.05,0,0,,0,0,20.5,16.1,30,1019.7,43.8,16,148,0.5,1,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-19T09:00:00,25.5,25.5,15.5,53.95,0,0,,0,0,27.7,11.7,33,1020.3,78.6,16,380,1.4,4,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-19T10:00:00,25.8,25.8,15.3,52.39,0,0,,0,0,18.4,11.8,34,1020.6,77.8,16,468,1.7,5,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-19T11:00:00,26.7,27.1,15.2,49.19,0,0,,0,0,16.6,13.2,43,1020.7,80.5,16,882,3.2,9,3,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-19T12:00:00,27.3,27.4,14.7,46.29,0,0,,0,0,13,13.2,33,1020.6,80.5,16,928,3.3,9,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-19T13:00:00,29.2,28.9,14.8,41.63,0,0,,0,0,11.2,9.1,27,1020.6,85.2,16,608,2.2,6,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-19T14:00:00,29.8,29.4,14.4,39.1,0,0,,0,0,11.2,0.7,20,1020.3,86,16,434,1.6,4,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-19T15:00:00,29.3,29,14.5,40.62,0,0,,0,0,11.2,1.1,19,1019.7,87.8,16,288,1,3,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-19T16:00:00,31.5,31.5,16.1,39.71,0,0,,0,0,11.2,1.3,8,1019.1,81.9,16,909,3.3,9,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-19T17:00:00,29.4,29.5,16.2,44.88,0,0,,0,0,13,5.9,148,1018.6,80.5,16,264,1,3,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-19T18:00:00,30.4,30.7,16.7,43.85,0,0,,0,0,13,6.1,146,1018.1,80.5,16,127,0.5,1,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-19T19:00:00,29.3,30,17.8,49.94,0,0,,0,0,13,16.2,129,1018.3,77.8,16,65,0.2,1,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-19T20:00:00,28.2,29.2,18.3,54.87,0,0,,0,0,13,19.3,122,1018.7,78.6,16,12,0,0,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-19T21:00:00,27.5,28.5,18.3,57.23,0,0,,0,0,11.2,14.2,149,1019.1,77.8,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-19T22:00:00,26.4,26.4,18.3,61.24,0,0,,0,0,11.2,12.3,158,1019.8,61.2,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-19T23:00:00,25.9,25.9,18.4,63.55,0,0,,0,0,9.4,14.3,158,1019.9,43.8,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-20T00:00:00,25.3,25.3,19.3,69.4,0,0,,0,0,7.6,13.8,167,1020.2,43.8,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-20T01:00:00,25.3,25.3,19.3,69.66,0,0,,0,0,7.6,15.2,166,1019.8,43.8,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-20T02:00:00,24.1,24.1,19.3,74.8,0,0,,0,0,7.6,13.8,176,1019.5,78.6,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-20T03:00:00,24.1,24.1,20,77.87,0,0,,0,0,5.4,7.5,151,1019.4,78.6,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-20T04:00:00,24.1,24.1,20.5,80.69,0,0,,0,0,7.6,6.6,130,1019.4,77.8,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-20T05:00:00,24.1,24.1,20.6,80.83,0,0,,0,0,5.4,0,0,1019.4,85.5,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-20T06:00:00,24,24,21,83.23,0,0,,0,0,5.4,0,0,1019.4,87.5,16,7,0,0,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
