name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
Washington D.C. area,2024-07-20T07:00:00,24,24,21.5,85.89,0,0,,0,0,5.4,0,0,1019.5,88.3,16,65,0.2,1,3,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-20T08:00:00,24.8,24.8,21.7,82.59,0,0,,0,0,7.6,0,0,1019.5,87.5,16,128,0.5,1,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-20T09:00:00,25.6,25.6,22.2,81.58,0,0,,0,0,9.4,0,0,1019.6,92.3,16,209,0.8,2,10,Overcast,cloudy,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-20T10:00:00,26.6,26.6,21.8,74.71,0,0,,0,0,13,5.6,192,1019.4,93.1,16,318,1.1,3,10,Overcast,cloudy,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-20T11:00:00,27.8,30.2,21.7,69.45,0,0,,0,0,14.8,9.6,199,1019.3,92.3,16,339,1.2,3,10,Overcast,cloudy,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-20T12:00:00,28.8,30.5,20,59.04,0,0,,0,0,16.6,12.8,140,1018.9,96.9,16,591,2.1,6,10,Overcast,cloudy,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-20T13:00:00,30.4,31.6,18.8,49.8,0,0,,0,0,18.4,16.8,150,1018.6,96.8,15.8,199,0.7,2,10,Overcast,cloudy,"C6294,KDCA,72405013743,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-20T14:00:00,28.7,30.5,20,59.31,0.022,100,rain,0,0,20.5,14.4,157,1018.4,95.9,16,183,0.7,2,10,"Rain, Overcast",rain,"C6294,KDCA,72405013743,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-20T15:00:00,28.2,29.9,20.2,61.89,0.009,100,rain,0,0,20.5,9.6,164,1018.3,90.2,16,86,0.3,1,10,"Rain, Overcast",rain,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-20T16:00:00,25.7,25.7,20.7,73.92,0.27,100,rain,0,0,20.5,15.9,189,1018.2,93.7,13.3,132,0.5,1,10,"Rain, Overcast",rain,"C6294,KDCA,72405013743,KADW,74594013705"
Washington D.C. area,2024-07-20T17:00:00,24.5,24.5,21.3,82.05,0.271,100,rain,0,0,18.4,8,250,1017.7,94.6,16,161,0.6,2,10,"Rain, Overcast",rain,"C6294,KDCA,72405013743,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-20T18:00:00,25.7,25.7,21,75.65,0,0,,0,0,14.8,1.6,31,1017.3,93.1,16,207,0.7,2,10,Overcast,cloudy,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-20T19:00:00,26,26,21,73.8,0,0,,0,0,13,12.5,150,1017,82.1,16,129,0.5,1,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-20T20:00:00,25.5,25.5,21.1,76.47,0,0,,0,0,11.2,7.3,207,1017.2,80.5,16,47,0.2,0,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-20T21:00:00,24.9,24.9,21.1,79.29,0,0,,0,0,9.4,8.8,218,1017.5,94.4,16,0,0,0,10,Overcast,cloudy,"C6294,KDCA,72405013743,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-20T22:00:00,24.2,24.2,21.1,82.86,0,0,,0,0,9.4,8.7,243,1017.6,90.2,16,0,0,0,10,Overcast,cloudy,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-20T23:00:00,23.8,23.8,20.1,80.01,0,0,,0,0,7.6,7.1,216,1017.2,90.9,15.9,0,0,0,10,Overcast,cloudy,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-21T00:00:00,24.2,24.2,19.1,73.24,0,0,,0,0,7.6,9.1,281,1016.8,90.9,15.9,0,0,0,10,Overcast,cloudy,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-21T01:00:00,23.7,23.7,19,74.84,0,0,,0,0,5.4,5.7,256,1016.8,44.4,15.9,0,0,0,10,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-21T02:00:00,23.1,23.1,19.4,79.65,0,0,,0,0,5.4,4.8,202,1016.8,24.3,15.8,0,0,0,3,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-21T03:00:00,22.5,22.5,19.3,82.26,0,0,,0,0,5.4,0,0,1016.4,24,15.9,0,0,0,3,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-21T04:00:00,22.5,22.5,18.9,79.79,0,0,,0,0,5.4,0,0,1016.1,0,15.9,0,0,0,3,Clear,clear-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-21T05:00:00,21.9,21.9,19.3,85.05,0,0,,0,0,5.4,0,0,1016.5,24,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-21T06:00:00,22.4,22.4,19.3,82.24,0,0,,0,0,5.4,0,0,1016.9,77.8,15.8,0,0,0,10,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-21T07:00:00,22.6,22.6,19.9,85.09,0,0,,0,0,5.4,0,0,1017.3,44.5,14.2,38,0.1,0,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-21T08:00:00,24.9,24.9,20.6,77.35,0,0,,0,0,5.4,0,0,1017.5,43.8,14.2,160,0.6,2,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-21T09:00:00,26.3,26.3,20,68.39,0,0,,0,0,5.4,5.5,128,1017.6,43.8,16,314,1.1,3,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-21T10:00:00,27.3,28.8,20,64.64,0,0,,0,0,5.4,5.2,83,1017.3,46.6,16,551,2,6,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-21T11:00:00,28.4,30.4,20.5,62.36,0,0,,0,0,7.6,6.6,93,1017.4,43.8,16,491,1.8,5,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-21T12:00:00,30,31.9,20,54.99,0,0,,0,0,7.6,5.2,111,1017.4,49.4,16,725,2.6,7,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-21T13:00:00,31.5,32.9,19,47.35,0,0,,0,0,9.4,6.4,103,1017,83.4,16,355,1.3,4,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-21T14:00:00,33,33.7,17.4,39.5,0,0,,0,0,11.2,9.4,157,1016.7,82.7,16,211,0.8,2,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-21T15:00:00,32.2,32.7,17,40.25,0,0,,0,0,9.4,11.8,153,1016.3,81.3,16,639,2.3,6,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-21T16:00:00,33.5,34.5,18,40.07,0,0,,0,0,11.2,13.3,170,1015.8,80.5,16,974,3.5,10,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-21T17:00:00,32.6,34.1,18.9,44.15,0,0,,0,0,13,16.4,158,1015.5,77.8,16,739,2.7,7,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-21T18:00:00,31.1,33.6,20.6,53.59,0,0,,0,0,13,21.4,89,1015.2,77.8,16,552,2,6,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-21T19:00:00,31,33.5,20.7,54.45,0,0,,0,0,13,17.6,123,1015.3,80.5,16,121,0.4,1,30,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-21T20:00:00,30.3,33.5,21.8,60.33,0.08,100,rain,0,0,13,20.5,179,1015.6,95,15.8,48,0.2,0,30,"Rain, Overcast",rain,"C6294,KDCA,72405013743,KADW,74594013705"
Washington D.C. area,2024-07-21T21:00:00,28.4,30.1,20.1,60.77,0.097,100,rain,0,0,31.7,22.9,163,1016.3,88.3,16,0,0,0,30,"Rain, Partially cloudy",rain,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-21T22:00:00,27.4,28.2,17.7,55.74,0,0,,0,0,13,11.6,208,1017.1,87.5,16,0,0,0,30,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-21T23:00:00,27.9,31.1,22.8,73.91,0,0,,0,0,13,13.9,178,1017.5,77.8,16,0,0,0,30,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-22T00:00:00,26.9,29.5,23.3,80.67,0,0,,0,0,11.2,15.2,168,1017.4,77.8,16,0,0,0,30,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-22T01:00:00,26.4,26.4,23.3,83.08,0,0,,0,0,9.4,15.7,169,1017.5,79.3,16,0,0,0,30,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-22T02:00:00,25.9,25.9,22.8,83.18,0,0,,0,0,9.4,9.1,176,1017.6,87.5,16,0,0,0,30,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-22T03:00:00,25.4,25.4,22.8,85.55,0,0,,0,0,9.4,12.3,168,1017.2,88.9,16,0,0,0,30,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-22T04:00:00,25.4,25.4,22.8,85.66,0,0,,0,0,7.6,9.8,149,1016.6,88.9,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-22T05:00:00,24.8,24.8,22.2,85.58,0,0,,0,0,7.6,8.9,151,1016.8,98.6,14.1,0,0,0,30,Overcast,cloudy,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-22T06:00:00,24.8,24.8,22.8,88.41,0,0,,0,0,7.6,7.1,135,1017,90.9,14.2,0,0,0,30,Overcast,cloudy,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-22T07:00:00,24.9,24.9,22.8,88.34,0,0,,0,0,7.6,8.2,149,1017.1,88.9,13.4,18,0.1,0,30,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-22T08:00:00,25.5,25.5,22.8,85.31,0,0,,0,0,9.4,9.1,151,1017.3,90,14.2,74,0.3,1,30,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-22T09:00:00,26.5,26.5,22.9,80.48,0,0,,0,0,11.2,12.2,159,1017.3,97.5,16,164,0.6,2,30,Overcast,cloudy,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-22T10:00:00,27.1,29.7,22.9,78.12,0,0,,0,0,14.8,10.6,173,1017.1,97.4,16,200,0.7,2,30,Overcast,cloudy,"C6294,KDCA,72405013743,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-22T11:00:00,27.7,30.8,22.9,74.9,0,0,,0,0,16.6,5.5,164,1017.2,94,16,215,0.8,2,30,Overcast,cloudy,"C6294,KDCA,72405013743,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-22T12:00:00,27.7,30.8,22.9,75.02,0,0,,0,0,18.4,10.3,231,1016.9,94.9,16,261,0.9,3,30,Overcast,cloudy,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-22T13:00:00,26.8,29.1,22.7,78.28,3.086,100,rain,0,0,42.5,10.2,177,1016.4,100,14.6,392,1.4,4,10,"Rain, Overcast",rain,"C6294,KDCA,72405013743,KADW,74594013705"
Washington D.C. area,2024-07-22T14:00:00,25,25,21.8,82.09,0.353,100,rain,0,0,38.9,24.5,143,1016.1,94.3,9,334,1.2,3,10,"Rain, Overcast",rain,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-22T15:00:00,24.1,24.1,22,87.89,2.872,100,rain,0,0,33.5,18.7,155,1016.3,95,5.5,198,0.7,2,10,"Rain, Overcast",rain,"C6294,KDCA,72405013743,KADW,74594013705"
Washington D.C. area,2024-07-22T16:00:00,26.7,29.3,23.3,81.32,6.393,100,rain,0,0,20.5,14.6,75,1014.9,85.2,16,667,2.4,7,10,"Rain, Partially cloudy",rain,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-22T17:00:00,28.2,31.8,23.2,74.29,0.014,100,rain,0,0,18.4,16.1,101,1014.4,85.2,16,149,0.5,1,10,"Rain, Partially cloudy",rain,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-22T18:00:00,25.6,25.6,22.8,84.63,10.883,100,rain,0,0,16.6,9.4,81,1014.3,84.2,16,566,2,6,10,"Rain, Partially cloudy",rain,"C6294,KDCA,72405013743,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-22T19:00:00,26.1,26.1,22.9,82.39,0,0,,0,0,16.6,14.5,128,1014.2,78.6,16,81,0.3,1,30,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-22T20:00:00,25.5,25.5,22.8,84.98,0,0,,0,0,14.8,14.1,119,1014,87.8,16,28,0.1,0,30,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-22T21:00:00,24.9,24.9,23.1,89.57,5.332,100,rain,0,0,13,15,111,1014.2,98.9,5.2,0,0,0,30,"Rain, Overcast",rain,"C6294,KDCA,72405013743,KADW,74594013705"
Washington D.C. area,2024-07-22T22:00:00,24.9,24.9,22.3,85.38,0.492,100,rain,0,0,13,10.7,230,1014.6,87.8,16,0,0,0,30,"Rain, Partially cloudy",rain,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-22T23:00:00,24.9,24.9,22.9,88.57,0.009,100,rain,0,0,11.2,7.3,146,1014.4,95.5,15.9,0,0,0,30,"Rain, Overcast",rain,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-23T00:00:00,24.9,24.9,23.1,89.62,1.206,100,rain,0,0,29.5,20.8,194,1014.6,98.9,10.7,0,0,0,30,"Rain, Overcast",rain,"C6294,KDCA,72405013743,KADW,74594013705"
Washington D.C. area,2024-07-23T01:00:00,23.3,23.3,21.2,87.85,0.487,100,rain,0,0,11.2,11.7,198,1014.5,82,16,0,0,0,30,"Rain, Partially cloudy",rain,"C6294,KDCA,72405013743,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-23T02:00:00,23.2,23.2,21.2,88.09,0,0,,0,0,11.2,7.5,222,1014.6,46.4,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-23T03:00:00,23.7,23.7,21.7,88.32,0,0,,0,0,11.2,9.4,242,1014.9,80.7,16,0,0,0,30,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-23T04:00:00,23.8,23.8,21.7,88.26,0,0,,0,0,11.2,9.3,223,1014.8,53.8,16,0,0,0,10,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-23T05:00:00,23.4,23.4,21.8,90.85,0,0,,0,0,11.2,6.1,225,1014.9,53.8,15.8,0,0,0,10,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-23T06:00:00,22.9,22.9,21.2,90.32,0,0,,0,0,11.2,5.7,208,1015.8,44.7,15.8,0,0,0,10,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-23T07:00:00,23.8,23.8,20.7,82.76,0,0,,0,0,11.2,9.4,254,1016.7,77.8,16,43,0.2,0,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-23T08:00:00,24.2,24.2,19,72.54,0,0,,0,0,11.2,11.2,302,1017.4,80.7,16,106,0.4,1,5,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-23T09:00:00,25.6,25.6,18.9,66.67,0,0,,0,0,11.2,8,299,1018.1,80.5,16,303,1.1,3,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-23T10:00:00,27.7,28.8,18.8,58.49,0,0,,0,0,11.2,14.6,318,1018.3,78.6,16,612,2.2,6,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-23T11:00:00,28.1,29.3,18.9,57.55,0,0,,0,0,11.2,17.5,356,1018.3,80.5,16,737,2.7,7,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-23T12:00:00,29.2,30.2,18.4,52.09,0,0,,0,0,11.2,12.9,328,1018.4,85.3,16,324,1.2,3,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-23T13:00:00,30.9,31.7,17.8,45.51,0,0,,0,0,11.2,7.7,62,1018.3,82.7,16,825,3,8,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-23T14:00:00,31.2,31.9,17.7,44.68,0,0,,0,0,11.2,11.9,25,1018.2,82.7,16,949,3.4,9,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-23T15:00:00,31.2,32.2,18.2,46.08,0,0,,0,0,11.2,6,65,1017.7,82.7,16,919,3.3,9,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-23T16:00:00,31.2,32,17.9,44.94,0,0,,0,0,13,6.5,88,1017.4,80.5,16,814,2.9,8,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-23T17:00:00,31.7,32.8,18.3,44.82,0,0,,0,0,13,7.8,163,1016.9,80.5,16,811,2.9,8,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-23T18:00:00,31.2,32.5,18.8,47.79,0,0,,0,0,13,12.1,182,1017.2,87.2,16,385,1.4,4,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-23T19:00:00,31,32.4,18.9,48.65,0,0,,0,0,13,11.6,175,1017.4,86.4,16,180,0.6,2,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-23T20:00:00,29.7,31.3,19.5,54.32,0,0,,0,0,33.5,21.4,149,1018.1,87.8,16,21,0.1,0,10,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-23T21:00:00,28.2,31,22.2,70.06,0,0,,0,0,11.2,23.1,181,1018.3,80.5,16,0,0,0,30,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-23T22:00:00,26.1,26.1,21.7,76.76,0,0,,0,0,11.2,17.4,199,1019.1,86.4,16,0,0,0,30,Partially cloudy,partly-cloudy-night,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-23T23:00:00,24.9,24.9,22.2,84.98,0.281,100,rain,0,0,9.4,12.8,203,1019.6,96.3,16,0,0,0,10,"Rain, Overcast",rain,"C6294,KDCA,72405013743,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-24T00:00:00,24.3,24.3,22.2,88.18,0.083,100,rain,0,0,9.4,7.6,205,1019.3,93.6,16,0,0,0,10,"Rain, Overcast",rain,"C6294,KDCA,72405013743,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-24T01:00:00,24.8,24.8,22.2,85.48,0,0,,0,0,9.4,0,0,1018.9,96.9,16,0,0,0,5,Overcast,cloudy,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-24T02:00:00,24.2,24.2,22.2,88.57,0,0,,0,0,7.6,6.6,211,1018.7,99.7,16,0,0,0,30,Overcast,cloudy,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-24T03:00:00,24.2,24.2,22.2,88.57,0,0,,0,0,7.6,7.3,228,1018.6,99.7,16,0,0,0,30,Overcast,cloudy,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-24T04:00:00,24.2,24.2,22.2,88.65,0,0,,0,0,9.4,7.1,235,1018.7,100,16,0,0,0,10,Overcast,cloudy,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-24T05:00:00,24.8,24.8,22.8,88.66,0,0,,0,0,9.4,8.7,137,1018.5,97.9,16,0,0,0,10,Overcast,cloudy,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-24T06:00:00,24.8,24.8,22.8,88.62,0,0,,0,0,9.4,6.6,140,1018.6,99.7,16,0,0,0,10,Overcast,cloudy,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-24T07:00:00,24.9,24.9,22.8,88.46,0,0,,0,0,9.4,4.7,248,1018.7,100,16,7,0,0,10,Overcast,cloudy,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-24T08:00:00,25.5,25.5,22.9,85.43,0,0,,0,0,9.4,7.3,198,1019,100,16,56,0.2,1,10,Overcast,cloudy,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-24T09:00:00,26,26,22.3,80.26,0,0,,0,0,9.4,7.5,192,1019.1,90.3,16,109,0.4,1,10,Overcast,cloudy,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-24T10:00:00,27,29.4,22.3,75.51,0,0,,0,0,9.4,8.9,249,1019.3,90.3,16,254,0.9,3,10,Overcast,cloudy,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-24T11:00:00,27.2,29.8,22.8,77.23,0,0,,0,0,9.4,10.4,139,1019.4,88.9,16,319,1.1,3,30,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-24T12:00:00,27.8,30.9,22.8,73.94,0,0,,0,0,9.4,9.6,193,1019.9,98.6,16,343,1.2,3,30,Overcast,cloudy,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-24T13:00:00,28.8,32.7,23.2,71.64,0,0,,0,0,9.4,5.6,138,1019.5,96.1,16,402,1.4,4,30,Overcast,cloudy,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-24T14:00:00,28.9,32.4,22.8,69.68,0,0,,0,0,9.4,13.7,184,1019.3,95,16,510,1.8,5,30,Overcast,cloudy,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-24T15:00:00,30,34.3,23.2,67.2,0,0,,0,0,11.2,13.9,173,1018.8,85.3,16,648,2.3,6,30,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-24T16:00:00,30.6,34.6,22.7,62.87,0,0,,0,0,13,14,168,1018.2,85.3,16,423,1.5,4,30,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-24T17:00:00,30.6,33.9,21.7,58.96,0,0,,0,0,14.8,14.4,170,1017.7,66,16,560,2,6,30,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-24T18:00:00,27.5,28.9,19.8,62.92,0,0,,0,0,16.6,12.9,308,1017.9,87.2,16,153,0.6,2,30,Partially cloudy,partly-cloudy-day,"C6294,KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-24T19:00:00,28.4,30.4,20.7,63.38,0,0,,0,0,16.6,10.7,274,1017.8,87.2,16,177,0.6,2,10,Partially cloudy,partly-cloudy-day,"KDCA,72405013743,72403793728,KADW,KDAA,74594013705"
Washington D.C. area,2024-07-24T20:00:00,28.2,30.2,20.8,64.34,0,0,,0,0,14.8,15.6,197,1018.4,92.7,16,21,0.1,0,30,Overcast,cloudy,"C6294,KDCA,72405013743,KADW,KDAA,74594013705"
